Group,Subjs,Timelag,Timescale
young,1,0,1.0
young,1,1,0.624872572221768
young,1,2,0.3590067020982893
young,1,3,0.2825619737523457
young,1,4,0.2476009544524046
young,1,5,0.29655147630854367
young,1,6,0.3013805601439328
young,1,7,0.19647508083684062
young,1,8,0.11357638687695898
young,1,9,0.025759825970713992
young,1,10,-0.030652660120669587
young,1,11,-0.030185260815175904
young,1,12,0.016073559389340193
young,1,13,0.07737082047788153
young,1,14,0.012915578900083487
young,1,15,-0.06760304033505785
young,1,16,-0.07486483397057495
young,1,17,-0.10401817450681108
young,1,18,-0.0924406515920577
young,1,19,-0.05152305054934788
young,1,20,-0.054007516444520495
young,1,21,-0.07090780611869239
young,1,22,-0.09330321684286172
young,1,23,-0.10348803360025775
young,1,24,-0.08159648042236409
young,2,0,1.0
young,2,1,0.18379715216470016
young,2,2,0.28221043397068374
young,2,3,0.07625810455942043
young,2,4,-0.005499052996102737
young,2,5,0.019612176316707416
young,2,6,-0.018734358928035492
young,2,7,-0.039944423644666965
young,2,8,-0.07952485614931308
young,2,9,-0.0346719128338377
young,2,10,0.0064594469657516616
young,2,11,-0.030727689842862616
young,2,12,0.008265857040877338
young,2,13,-0.008422045475933674
young,2,14,0.03784609626031884
young,2,15,-0.027124564300388548
young,2,16,0.019292810846060167
young,2,17,-0.006608231899362317
young,2,18,-0.10612980848825618
young,2,19,-0.05104225393772581
young,2,20,-0.08703470257299994
young,2,21,-0.13004814233662587
young,2,22,-0.07542267492256473
young,2,23,-0.09148035024367755
young,2,24,-0.09756874025300306
young,3,0,1.0
young,3,1,0.7089674173302574
young,3,2,0.5744720720565994
young,3,3,0.4718658611326372
young,3,4,0.4192390659869838
young,3,5,0.36234235559686034
young,3,6,0.3468808517404894
young,3,7,0.3001702626011055
young,3,8,0.2092218128320415
young,3,9,0.14504131765928244
young,3,10,0.10222716811597223
young,3,11,0.11076370532675679
young,3,12,0.11511937962193798
young,3,13,0.09097626408280388
young,3,14,0.09416296455576303
young,3,15,0.06687782298360759
young,3,16,0.06958673275458414
young,3,17,0.06437085671859197
young,3,18,0.030863098177551427
young,3,19,0.008938488521898422
young,3,20,-0.026909538478296427
young,3,21,-0.09319482138401984
young,3,22,-0.14216906633642576
young,3,23,-0.14353563108200385
young,3,24,-0.1520950233600494
young,4,0,1.0
young,4,1,0.5880553380422614
young,4,2,0.32378535698461475
young,4,3,0.11849408765889316
young,4,4,0.09023825415091981
young,4,5,0.030680015766415106
young,4,6,0.02832375968209684
young,4,7,-0.04025977340834475
young,4,8,-0.07578858820642426
young,4,9,-0.0883122191257115
young,4,10,-0.051891272212792605
young,4,11,-0.02715032333301335
young,4,12,-0.01219447443899439
young,4,13,-0.038310547679981356
young,4,14,-0.11831143279855255
young,4,15,-0.04614491457241148
young,4,16,-0.08454190649868815
young,4,17,-0.04541297637830975
young,4,18,-0.034842819485497355
young,4,19,-0.024383786196963343
young,4,20,-0.07106486703255646
young,4,21,-0.07561338418840297
young,4,22,-0.11043426611152518
young,4,23,-0.07379155733138465
young,4,24,-0.03907593864299511
young,5,0,1.0
young,5,1,-0.4488307615439341
young,5,2,0.5332995430091871
young,5,3,-0.42904001266342323
young,5,4,0.3472649001929686
young,5,5,-0.34783946506448316
young,5,6,0.29699758142368843
young,5,7,-0.23796972603287933
young,5,8,0.23939035765887856
young,5,9,-0.29327885773545465
young,5,10,0.20671619028163182
young,5,11,-0.2465033199846222
young,5,12,0.1510348342205786
young,5,13,-0.17728461841536888
young,5,14,0.13688106862985533
young,5,15,-0.10167762308877715
young,5,16,0.07481462534759652
young,5,17,-0.09197429239626047
young,5,18,0.10508509314907635
young,5,19,-0.08741745011719472
young,5,20,0.11841925489056505
young,5,21,-0.07594049155455412
young,5,22,0.06713850588786371
young,5,23,-0.09556637562805646
young,5,24,0.02719621785010519
young,6,0,1.0
young,6,1,0.5644317286084056
young,6,2,0.45558661434344216
young,6,3,0.382551070734172
young,6,4,0.3325587221099347
young,6,5,0.3060541438711089
young,6,6,0.30959333978926473
young,6,7,0.2840471251192577
young,6,8,0.2597977560083959
young,6,9,0.22322349111380543
young,6,10,0.17961516546058914
young,6,11,0.11702166828502418
young,6,12,0.06425859421953871
young,6,13,0.02659536146174015
young,6,14,-0.03521495776054371
young,6,15,-0.08975135295246081
young,6,16,-0.10484377088344092
young,6,17,-0.14792187483455266
young,6,18,-0.17263635656905407
young,6,19,-0.13058526546457463
young,6,20,-0.15347105002785758
young,6,21,-0.17027095775525372
young,6,22,-0.16882800590532607
young,6,23,-0.1889384987138999
young,6,24,-0.17330449564906936
young,7,0,1.0
young,7,1,0.3708645927606594
young,7,2,0.43514507281752907
young,7,3,0.3007112718405958
young,7,4,0.2428244030456394
young,7,5,0.12589499564153891
young,7,6,0.08558721749487605
young,7,7,0.018919714503791162
young,7,8,-0.023968323371168377
young,7,9,0.05305053353729672
young,7,10,-0.025451160034625275
young,7,11,0.009332285690319778
young,7,12,0.035158332843849484
young,7,13,0.001986196475918438
young,7,14,-0.048555811862315126
young,7,15,-0.05184172344731954
young,7,16,-0.008702919697796773
young,7,17,-0.07175525322853629
young,7,18,-0.06691150237365795
young,7,19,-0.08370942115274116
young,7,20,-0.04319558144843379
young,7,21,-0.13083758293249778
young,7,22,-0.05066011260562798
young,7,23,-0.12278243496762344
young,7,24,-0.0484367247840932
young,8,0,1.0
young,8,1,0.6421086127471278
young,8,2,0.594750219241212
young,8,3,0.47139910053338974
young,8,4,0.40717508573918565
young,8,5,0.3578019114934734
young,8,6,0.3220748184804353
young,8,7,0.26378322123872905
young,8,8,0.23855187115780702
young,8,9,0.24745128682419823
young,8,10,0.21571185243085586
young,8,11,0.16540371191423403
young,8,12,0.11033379693107376
young,8,13,0.06032576240658574
young,8,14,0.0008286108624951486
young,8,15,0.006849979659560185
young,8,16,-0.0034987654511452718
young,8,17,-0.022655723394907394
young,8,18,-0.05205222622664462
young,8,19,-0.07198600242845378
young,8,20,-0.07316647000199966
young,8,21,-0.12401795541330994
young,8,22,-0.1377468564703955
young,8,23,-0.2219940451781371
young,8,24,-0.21333027717362188
young,9,0,1.0
young,9,1,0.08893253431101411
young,9,2,0.4969867807596996
young,9,3,-0.11055705811335532
young,9,4,0.10391916364671881
young,9,5,-0.11034847178673687
young,9,6,-0.07896009697294165
young,9,7,-0.02206406159134875
young,9,8,-0.043681721770568095
young,9,9,0.05634663554487543
young,9,10,-0.07561085112270369
young,9,11,0.0474893310451987
young,9,12,-0.09718114242667521
young,9,13,0.037373580115424486
young,9,14,-0.14787485803497194
young,9,15,0.12052201069253243
young,9,16,-0.1374553476683872
young,9,17,0.05103612193985615
young,9,18,-0.15291250808352047
young,9,19,0.048035123588359756
young,9,20,-0.07641581001592196
young,9,21,-0.014482013118290183
young,9,22,-0.05025382300977744
young,9,23,-0.03436906367359276
young,9,24,0.011960634313839298
young,10,0,1.0
young,10,1,0.7055807647698814
young,10,2,0.4980428467660872
young,10,3,0.40823471715465104
young,10,4,0.36406757326641687
young,10,5,0.2559175624936617
young,10,6,0.13840415777112855
young,10,7,0.08628628140262327
young,10,8,0.07136627036826058
young,10,9,0.019662872154009414
young,10,10,-0.06268743212215944
young,10,11,-0.08087703468787012
young,10,12,-0.1079246379827883
young,10,13,-0.07262147815562317
young,10,14,-0.08824367314670248
young,10,15,-0.07956335419149194
young,10,16,-0.08320779329120827
young,10,17,-0.11588615469081587
young,10,18,-0.16187212134286816
young,10,19,-0.1677889848801184
young,10,20,-0.17071431776709234
young,10,21,-0.2068449765415545
young,10,22,-0.22788174530419975
young,10,23,-0.22835128551732653
young,10,24,-0.21698653951594585
young,11,0,1.0
young,11,1,0.4184091776514601
young,11,2,0.26630255723749013
young,11,3,0.06922337748799492
young,11,4,0.0709892690923076
young,11,5,0.05451705039315513
young,11,6,-0.039563229899327146
young,11,7,0.014313803693612095
young,11,8,-0.0015270832578033852
young,11,9,0.0036152981234062833
young,11,10,-0.037325796937200964
young,11,11,-0.03345949724934459
young,11,12,-0.025744379035583975
young,11,13,-0.027767407554622273
young,11,14,-0.018782100842488488
young,11,15,-0.03944303828634252
young,11,16,-0.004754579593783613
young,11,17,0.0049013015041160235
young,11,18,-0.0047781156936536244
young,11,19,-0.02800354243557309
young,11,20,-0.10361796958895704
young,11,21,-0.16348606496313609
young,11,22,-0.1419191523259892
young,11,23,-0.08156101975959608
young,11,24,-0.07003331157590312
young,12,0,1.0
young,12,1,0.3034987069185415
young,12,2,0.11612914889986523
young,12,3,0.13294781506325312
young,12,4,-0.10286521236766359
young,12,5,0.12175146770701337
young,12,6,0.0048467458751128446
young,12,7,-0.10607382370333485
young,12,8,-0.020548951346998297
young,12,9,-0.07766848477010982
young,12,10,-0.038085989990351746
young,12,11,0.022515886836875925
young,12,12,-0.07972957152318948
young,12,13,-0.049897325105609076
young,12,14,-0.08831188214531392
young,12,15,-0.08783747523678398
young,12,16,-0.00034821749394652713
young,12,17,-0.1051560204260649
young,12,18,-0.04976157066857058
young,12,19,0.005804512626889926
young,12,20,-0.030383729403390812
young,12,21,-0.07267462206222092
young,12,22,-0.01715523323046248
young,12,23,-0.026517564224319362
young,12,24,0.0351008833183408
young,13,0,1.0
young,13,1,0.577500657325958
young,13,2,0.19719459766153383
young,13,3,0.14512514938956575
young,13,4,0.18199528111882501
young,13,5,0.1361765666917916
young,13,6,0.023552256983250877
young,13,7,0.0046475211343539906
young,13,8,0.025091585251250475
young,13,9,0.01684047010264552
young,13,10,-0.052138443135179804
young,13,11,-0.05824980809151264
young,13,12,-0.04798863821763565
young,13,13,-0.04123493241405523
young,13,14,-0.05281358752522987
young,13,15,-0.05655766793307774
young,13,16,-0.03811327513636881
young,13,17,-0.06712322830309872
young,13,18,-0.06801965057591654
young,13,19,-0.0019151070555843005
young,13,20,0.020213203733317444
young,13,21,-0.06437606244044126
young,13,22,-0.15347053884741826
young,13,23,-0.16507661513551664
young,13,24,-0.07384753362640996
young,14,0,1.0
young,14,1,0.6215036185597189
young,14,2,0.5205845147408646
young,14,3,0.4542889947672409
young,14,4,0.3749012197750971
young,14,5,0.26423814155259023
young,14,6,0.19236098346692487
young,14,7,0.1761665770450505
young,14,8,0.1746717987491622
young,14,9,0.09500346846052078
young,14,10,0.08671264007648426
young,14,11,0.046568654551340134
young,14,12,-0.027002137133334082
young,14,13,-0.025064859019349683
young,14,14,-0.01616667613178435
young,14,15,-0.003125930993257168
young,14,16,0.020068009918681996
young,14,17,0.032795317220153435
young,14,18,-0.0037904190695615247
young,14,19,-0.026480837268604143
young,14,20,-0.04608973560686041
young,14,21,-0.0372518654181058
young,14,22,-0.0470058084756601
young,14,23,-0.10264502001978947
young,14,24,-0.09646604421659609
young,15,0,1.0
young,15,1,0.5036523949623359
young,15,2,0.4758824939792147
young,15,3,0.3328173522685455
young,15,4,0.2872941841250645
young,15,5,0.15564683775606708
young,15,6,0.14548096801864116
young,15,7,0.003337172066857333
young,15,8,-0.04230696387444551
young,15,9,-0.15044463368574765
young,15,10,-0.13701754961184723
young,15,11,-0.17195226607858577
young,15,12,-0.16508578672054922
young,15,13,-0.1187033872680263
young,15,14,-0.18160993968889705
young,15,15,-0.1555920516691737
young,15,16,-0.1483653920935055
young,15,17,-0.1399682708153441
young,15,18,-0.1417269998490565
young,15,19,-0.0804047327987908
young,15,20,-0.06955004259765066
young,15,21,-0.021884417396352197
young,15,22,-0.037431775973272144
young,15,23,0.014678894738430513
young,15,24,0.02553997498178874
young,16,0,1.0
young,16,1,0.3185827549070134
young,16,2,0.25235445906561904
young,16,3,0.19642659531372653
young,16,4,0.16018922450301473
young,16,5,0.1541303279204335
young,16,6,0.18733406867100996
young,16,7,0.2242128749677093
young,16,8,0.16440460256563755
young,16,9,0.05522072402459459
young,16,10,-0.010833114556005894
young,16,11,0.01268411868553291
young,16,12,-0.04822972013630866
young,16,13,-0.06469812544634172
young,16,14,-0.04254329678216638
young,16,15,-0.041340407142394106
young,16,16,-0.08577999071786774
young,16,17,-0.030879689548047377
young,16,18,-0.050538380953134066
young,16,19,-0.018908033001155167
young,16,20,-0.08565979817772516
young,16,21,-0.11797665950335719
young,16,22,-0.0946738173438406
young,16,23,-0.09726925819759003
young,16,24,-0.08113761234610528
young,17,0,1.0
young,17,1,0.2643998592292885
young,17,2,0.08796334211280181
young,17,3,0.31979389829601745
young,17,4,0.20442039095005654
young,17,5,0.15387263172977714
young,17,6,0.08752326238452897
young,17,7,0.06555788657163902
young,17,8,0.1520731321981885
young,17,9,0.11168204505007309
young,17,10,-0.07637625788551117
young,17,11,0.010614573524392693
young,17,12,0.047433704666033964
young,17,13,-0.01908930967737638
young,17,14,-0.06393832190984755
young,17,15,-0.10676485407932526
young,17,16,-0.02927440554948272
young,17,17,-0.1279079615599871
young,17,18,-0.26094994816299955
young,17,19,-0.06947495613784109
young,17,20,-0.011604609263750607
young,17,21,-0.15369001899663562
young,17,22,-0.1823246444294084
young,17,23,-0.08581031578318497
young,17,24,-0.11154255735034553
young,18,0,1.0
young,18,1,0.7125693099078769
young,18,2,0.786562215114002
young,18,3,0.6502479226550159
young,18,4,0.5961471536054412
young,18,5,0.5397072962009092
young,18,6,0.4422424158870838
young,18,7,0.3973415183493284
young,18,8,0.3102377955474012
young,18,9,0.2585311900455469
young,18,10,0.1957607125095801
young,18,11,0.12333009595402704
young,18,12,0.10146317645872567
young,18,13,0.02569700089319776
young,18,14,0.046312837049320286
young,18,15,0.0063023824050795485
young,18,16,-0.008019268596140213
young,18,17,0.001162959703137638
young,18,18,-0.06635214264422491
young,18,19,-0.01637385734767331
young,18,20,-0.08310182373203724
young,18,21,-0.054035328190878376
young,18,22,-0.08979487207873618
young,18,23,-0.10632418239441263
young,18,24,-0.12331151299691372
young,19,0,1.0
young,19,1,0.48264354549011856
young,19,2,0.37437503304845865
young,19,3,0.2598899000112179
young,19,4,0.19354519274016346
young,19,5,0.14672384579248593
young,19,6,0.10990580735346743
young,19,7,0.0975427636576914
young,19,8,0.07509644522862668
young,19,9,0.019026948229745277
young,19,10,0.056768428293928086
young,19,11,-0.024293498312933686
young,19,12,0.008720940399695822
young,19,13,-0.011082170934220766
young,19,14,-0.028142310437583366
young,19,15,0.00291705225140704
young,19,16,0.03972567104375634
young,19,17,-0.010986220851424852
young,19,18,0.00582507506462331
young,19,19,0.023573238777891733
young,19,20,0.04846903588797016
young,19,21,-0.03936366104727524
young,19,22,-0.01999715650868637
young,19,23,-0.060197658373412705
young,19,24,-0.08164684781138913
young,20,0,1.0
young,20,1,0.5759110426720514
young,20,2,0.44186221585509045
young,20,3,0.3625527668936751
young,20,4,0.31637344121927696
young,20,5,0.23023281552404426
young,20,6,0.18134553225791644
young,20,7,0.1658723728640756
young,20,8,0.13366466479850322
young,20,9,0.13772967534344902
young,20,10,0.09505744003484053
young,20,11,0.06771582980852697
young,20,12,-0.0048093848597334
young,20,13,-0.07932505339987884
young,20,14,-0.12967988578907422
young,20,15,-0.14154732122010488
young,20,16,-0.1380482683907397
young,20,17,-0.15356259810967726
young,20,18,-0.11463680587047655
young,20,19,-0.10602594383556327
young,20,20,-0.11005188547679137
young,20,21,-0.10664138792945929
young,20,22,-0.12711599607683075
young,20,23,-0.1269635839172951
young,20,24,-0.09554775112501204
young,21,0,1.0
young,21,1,0.3936627990337941
young,21,2,-0.04031310027848244
young,21,3,-0.04875695450860055
young,21,4,0.045339602337183725
young,21,5,0.06703708930463721
young,21,6,-0.006954199748765692
young,21,7,-0.03240348757902431
young,21,8,-0.04022350462477328
young,21,9,-0.046538315378304954
young,21,10,-0.09133521485827789
young,21,11,-0.08149218591260739
young,21,12,-0.006550858659627166
young,21,13,-0.029500863642941296
young,21,14,-0.10957756232722347
young,21,15,-0.1365179594142719
young,21,16,-0.12125337379940863
young,21,17,-0.07321341097613421
young,21,18,-0.060499339550173045
young,21,19,-0.0508371140043481
young,21,20,-0.06915722247235569
young,21,21,-0.0006518284649801307
young,21,22,-0.018498557974307578
young,21,23,-0.029763058127340224
young,21,24,-0.08145921975140259
young,22,0,1.0
young,22,1,0.37683983964082696
young,22,2,0.2046494676056602
young,22,3,0.12362245313043281
young,22,4,0.11905172703208579
young,22,5,0.03057992244292028
young,22,6,-0.014728762952309416
young,22,7,0.011256532236569777
young,22,8,0.007317119608916264
young,22,9,0.02508251226723966
young,22,10,-0.15371494919415085
young,22,11,-0.03116372276117203
young,22,12,0.03789220349883451
young,22,13,0.00708704499446485
young,22,14,-0.009175472001524933
young,22,15,-0.046436532304274455
young,22,16,-0.019881322639845718
young,22,17,-0.052202542391262624
young,22,18,0.019463047987667865
young,22,19,-0.10545642250201856
young,22,20,-0.08570792065008843
young,22,21,-0.13153655229700295
young,22,22,-0.19430402646676173
young,22,23,-0.18863764466527447
young,22,24,-0.13812607696041423
young,23,0,1.0
young,23,1,0.07368707865883917
young,23,2,0.20698994367286175
young,23,3,0.2791620431093018
young,23,4,-0.003173808970024172
young,23,5,0.1919628590173116
young,23,6,-0.025817991550872478
young,23,7,0.03985226466603834
young,23,8,0.01157725098848457
young,23,9,-0.060575843373269475
young,23,10,0.040371109997014966
young,23,11,-0.09909976658753908
young,23,12,0.01322285150872657
young,23,13,0.02954451826788843
young,23,14,-0.10565512018498471
young,23,15,0.028579296018869996
young,23,16,-0.03579603878156129
young,23,17,-0.02139493785408078
young,23,18,-0.12401016840824891
young,23,19,-0.0730258028319779
young,23,20,-0.030012500332654332
young,23,21,-0.14448551714291932
young,23,22,-0.07508196088051342
young,23,23,-0.05257695595836501
young,23,24,-0.06277996505644401
young,24,0,1.0
young,24,1,0.3456711574070584
young,24,2,0.04920560855067548
young,24,3,0.13732608419015752
young,24,4,0.15638005958288617
young,24,5,-0.02784484609834662
young,24,6,0.01962389701587395
young,24,7,-0.01839725506679469
young,24,8,-0.06285252601362559
young,24,9,-0.08059262174848535
young,24,10,-0.08213292485079303
young,24,11,-0.11640051662841311
young,24,12,0.039443117633153585
young,24,13,0.15435414728085878
young,24,14,0.06107578256583609
young,24,15,-0.0493106258426686
young,24,16,-0.0070149212638681985
young,24,17,0.0135977322421832
young,24,18,-0.0037338159425781762
young,24,19,-0.0003645113471562844
young,24,20,-0.006836077511438664
young,24,21,0.03508213964048394
young,24,22,-0.04972245989032109
young,24,23,-0.08492322261649922
young,24,24,-0.14117574191190035
young,25,0,1.0
young,25,1,0.3786575960080084
young,25,2,0.2900542140220661
young,25,3,0.1557925751657964
young,25,4,0.12507674986136189
young,25,5,0.22027752011774046
young,25,6,0.0855524896246164
young,25,7,0.02295270445087663
young,25,8,0.014717154527258594
young,25,9,-0.044660322138813144
young,25,10,-0.0884038442289528
young,25,11,-0.09337938369068674
young,25,12,-0.09675741309049776
young,25,13,-0.07155941418221477
young,25,14,-0.1250282876117749
young,25,15,-0.08896814600604597
young,25,16,-0.10227683339547501
young,25,17,-0.14000271302297826
young,25,18,-0.1017501139133064
young,25,19,-0.1536289914819667
young,25,20,-0.16507090009101463
young,25,21,-0.128811661760723
young,25,22,-0.11286122764711709
young,25,23,-0.07749183125178628
young,25,24,-0.060928853767063154
young,26,0,1.0
young,26,1,0.46083386645668495
young,26,2,0.3533551770394831
young,26,3,0.19694303280746583
young,26,4,0.20676119308105192
young,26,5,0.18153835227680268
young,26,6,0.08976587468986824
young,26,7,0.10757567878390886
young,26,8,0.013965441230349351
young,26,9,0.064768499988231
young,26,10,-0.030840110451780936
young,26,11,0.050673647362518004
young,26,12,-0.007294845144325922
young,26,13,-0.014702273244593876
young,26,14,-0.06555544057363412
young,26,15,-0.031038377963395
young,26,16,-0.04263416894292094
young,26,17,-0.1492835524330138
young,26,18,-0.17347823957914046
young,26,19,-0.20888667722546572
young,26,20,-0.1306100706849298
young,26,21,-0.10956137665155387
young,26,22,-0.04731059745006
young,26,23,-0.02787082865490879
young,26,24,-0.08119912106436114
young,27,0,1.0
young,27,1,0.18077672156731817
young,27,2,0.1988023397535355
young,27,3,0.07373306122515935
young,27,4,-0.007343461192629931
young,27,5,0.01624067601266637
young,27,6,0.040060907511518494
young,27,7,-0.037596800240750405
young,27,8,0.029741365313448575
young,27,9,0.037403073270957224
young,27,10,0.056916496888961866
young,27,11,0.01867734958263545
young,27,12,-0.05396083223608127
young,27,13,-0.010940513286484982
young,27,14,-0.015546365367067903
young,27,15,-0.058353377592103337
young,27,16,0.043951398050149
young,27,17,-0.07023276150055127
young,27,18,-0.07281589239435096
young,27,19,-0.045040791682967915
young,27,20,-0.040430018528345275
young,27,21,-0.1561950589279983
young,27,22,-0.08461816980239129
young,27,23,-0.19781743358941048
young,27,24,-0.1326778367445673
young,28,0,1.0
young,28,1,0.2757114845572234
young,28,2,0.09801583250788615
young,28,3,0.056350804492939444
young,28,4,0.04810438397113141
young,28,5,0.047705330764020955
young,28,6,0.10763194595443992
young,28,7,0.030627725899987773
young,28,8,0.050344526108772186
young,28,9,-0.01277370944546514
young,28,10,-0.013688910376527846
young,28,11,0.018058003696136127
young,28,12,0.11545256895622664
young,28,13,0.06382083781822409
young,28,14,-0.007000666261409335
young,28,15,0.006702059046647428
young,28,16,0.03357757117929041
young,28,17,-0.02093367222961339
young,28,18,-0.03614361519228005
young,28,19,-0.11037374683350927
young,28,20,-0.12119200765936902
young,28,21,-0.05107105451136355
young,28,22,-0.06823381916125636
young,28,23,0.0005683874044352673
young,28,24,-0.056101213083352974
young,29,0,1.0
young,29,1,0.011812363177740773
young,29,2,0.3567039831987297
young,29,3,-0.019415723624643843
young,29,4,0.12151402791838878
young,29,5,-3.7813478097338376e-05
young,29,6,0.027348007810180135
young,29,7,0.040724289135722416
young,29,8,0.07031954765942286
young,29,9,0.022798146294339114
young,29,10,0.10964611670119949
young,29,11,-0.004414266413393244
young,29,12,0.028597913396567993
young,29,13,-0.04983588076694726
young,29,14,-0.06176884182898755
young,29,15,-0.0889345991137076
young,29,16,-0.17266526723956183
young,29,17,-0.02337568146752128
young,29,18,-0.11130668087511063
young,29,19,0.062183533047886624
young,29,20,-0.16384550402544162
young,29,21,0.09290640687205341
young,29,22,-0.11258799396003706
young,29,23,0.06331773200881721
young,29,24,-0.16870757980463558
young,30,0,1.0
young,30,1,0.585051552342045
young,30,2,0.3111757162087694
young,30,3,0.19152978639295498
young,30,4,0.13822429441459583
young,30,5,0.1418085058831868
young,30,6,0.09583908738880866
young,30,7,0.1300809637017067
young,30,8,0.10343844454109935
young,30,9,0.10536485242664281
young,30,10,0.08549245525220762
young,30,11,0.04973060620936352
young,30,12,0.05492371281358021
young,30,13,0.06992455800957033
young,30,14,0.06690870714532646
young,30,15,-0.026873168263505103
young,30,16,-0.14333020148585712
young,30,17,-0.12343869492959172
young,30,18,-0.08870792525736718
young,30,19,-0.039184942619890126
young,30,20,-0.00018676740914869722
young,30,21,-0.054754554088694576
young,30,22,-0.1306278570641764
young,30,23,-0.18993518717104127
young,30,24,-0.18859849845819152
young,31,0,1.0
young,31,1,0.2878582873988079
young,31,2,0.5633404931613484
young,31,3,0.13868054954170092
young,31,4,0.26221914388333795
young,31,5,-0.06780793723861013
young,31,6,0.03824964195118171
young,31,7,-0.16180976230439564
young,31,8,-0.08135313121025431
young,31,9,-0.18027360830742842
young,31,10,-0.07134113620932485
young,31,11,-0.18513915214292997
young,31,12,-0.08763487355594429
young,31,13,-0.1667819543789079
young,31,14,-0.13782180449569076
young,31,15,-0.14084451780388546
young,31,16,-0.14815566101321695
young,31,17,-0.0589610441434775
young,31,18,-0.09913363547170718
young,31,19,0.006309742865671809
young,31,20,-0.03680954738641156
young,31,21,-0.014146703908902354
young,31,22,-0.008308584602051906
young,31,23,-0.05549403352349715
young,31,24,-0.08218574899537472
young,32,0,1.0
young,32,1,0.3613653918868163
